정류장명,정류장 번호,승차인원수,하차인원수,승차인원수(카드),하차인원수(카드),승차인원수(현금),일평균 승하차인원수
둑실동(아라마루전망대),41512,220,3,220,3,0,7.43
둑실동회차지,41500,51,37,51,37,0,2.93
둥개마을오거리,35862,43,6,43,6,0,1.63
둥깨마을입구(세븐일레븐),35721,64,0,64,0,0,2.13
둥깨마을입구(세븐일레븐),35722,3,25,3,25,0,0.93
둥깨마을입구(용성철강),35724,30,76,30,76,0,3.53
뒤골입구,35668,28,4,28,4,0,1.07
뒤골입구,35669,3,24,3,24,0,0.9
뒷골입구,90377,0,7,0,7,0,0.23
뒷골입구,90380,8,0,8,0,0,0.27
뒷방죽들,39959,1387,9,1387,9,0,46.53
뒷방죽들,39960,6461,10614,6461,10614,0,569.17
드라이빙센터,35589,52,1797,52,1797,0,61.63
드림로갈산교,41342,321,333,321,333,0,21.8
드림로갈산교,41343,79,867,79,867,0,31.53
드림파크야생화단지,89363,4253,27,4253,27,0,142.67
드림파크야생화단지,89364,11,3913,11,3913,0,130.8
드무리해변,44011,11,480,11,480,0,16.37
드무리해변,44012,488,34,488,34,0,17.4
디에스솔텍,39035,3153,2989,3153,2989,0,204.73
디에스솔텍,39038,2395,2193,2395,2193,0,152.93
디에트르더힐(고산터널),89396,10310,7307,10310,7307,0,587.23
디에트르더힐·이음고등학교,89455,1189,4576,1189,4576,0,192.17
디에트르더힐·이음고등학교,89464,1997,455,1997,455,0,81.73
디지털1단지,17725,4,651,4,651,0,21.83
"디지털3단지,월드벤처센터",18108,7,289,7,289,0,9.87
디지털3단지사거리,18110,356,4,356,4,0,12
뗏마루어린이공원·신화아파트,39405,4769,6279,4769,6279,0,368.27
뚝배기이탈리아,43470,28,18,28,18,0,1.53
뚝배기이탈리아,43524,6,30,6,30,0,1.2
라이크홈기숙사앞,39993,1851,2451,1851,2451,0,143.4
라이크홈기숙사앞,39994,3413,1875,3413,1875,0,176.27
라이크홈기숙사앞,39995,1050,45,1050,45,0,36.5
라이프쇼핑앞,35070,6091,5876,6091,5876,0,398.9
라이프아파트,35060,124,6160,124,6160,0,209.47
라이프아파트,35062,14884,77,14884,77,0,498.7
"래미안아파트,파이낸셜뉴스",22905,10835,7266,10835,7266,0,603.37
래미안아파트.파이낸셜뉴스,31072,1107,27,1107,27,0,37.8
래미안아파트파이낸셜뉴스,32002,2441,1980,2441,1980,0,147.37
랜드마크시티1호수변공원,38767,397,840,397,840,0,41.23
랜드마크시티센트럴더샵,38636,115,4869,115,4869,0,166.13
랜드마크시티센트럴더샵(106동),38665,2400,10529,2400,10529,0,430.97
랜드마크시티센트럴더샵(106동),38666,10781,1681,10781,1681,0,415.4
랜드마크시티센트럴더샵(203동),38645,18888,2147,18888,2147,0,701.17
랜드마크시티센트럴더샵(203동),38650,2080,15404,2080,15404,0,582.8
럭키아파트,38115,4345,294,4345,294,0,154.63
럭키아파트,38132,757,7820,757,7820,0,285.9
레이크파크,42840,1360,3528,1360,3528,0,162.93
레전드호텔,35639,1667,1560,1667,1560,0,107.57
레전드호텔,35640,38,423,38,423,0,15.37
레지던스라이크홈,92012,756,5880,756,5880,0,221.2
로봇랜드입구,89022,5070,124,5070,124,0,173.13
로봇랜드입구,89023,14,3497,14,3497,0,117.03
로봇타워,89301,8,1134,8,1134,0,38.07
로봇타워,89302,1193,12,1193,12,0,40.17
로얄아파트,37247,33876,14426,33876,14426,0,1610.07
로얄아파트,37424,1174,289,1174,289,0,48.77
로얄호텔,43542,9,35,9,35,0,1.47
로얄호텔,43878,49,25,49,25,0,2.47
롯데마트,35108,4622,4685,4622,4685,0,310.23
롯데마트,41390,672,4,672,4,0,22.53
롯데마트,41391,8,2555,8,2555,0,85.43
롯데마트,42829,21368,10288,21368,10288,0,1055.2
롯데마트,42838,10637,24197,10637,24197,0,1161.13
롯데마트계양점(고용복지센터),41227,23465,15503,23465,15503,0,1298.93
롯데마트계양점(고용복지센터),41424,9316,16490,9316,16490,0,860.2
롯데마트송도점,38523,2647,863,2647,863,0,117
롯데몰.김포공항역,25174,450,4216,450,4216,0,155.53
롯데백화점(인천터미널),37513,163096,153702,163096,153702,0,10559.93
롯데백화점(인천터미널),39588,157129,108851,157129,108851,0,8866
롯데슈퍼,38072,8599,2961,8599,2961,0,385.33
롯데슈퍼,38074,2762,7503,2762,7503,0,342.17
롯데아파트,38110,7627,9152,7627,9152,0,559.3
롯데월드타워,37327,2663,5292,2663,5292,0,265.17
롯데캐슬,39795,622,293,622,293,0,30.5
롯데캐슬,39796,3125,1642,3125,1642,0,158.9
롯데캐슬,39797,796,121,796,121,0,30.57
롯데캐슬,39798,306,651,306,651,0,31.9
롯데캐슬,42835,7447,4756,7447,4756,0,406.77
롯데캐슬,42884,5884,10473,5884,10473,0,545.23
롯데캐슬,42999,1100,3508,1100,3508,0,153.6
롯데캐슬.모래내시장.구월시장,39309,56400,21007,56400,21007,0,2580.23
롯데캐슬·모래내시장·구월시장,39310,29990,53583,29990,53583,0,2785.77
롯데캐슬캠퍼스타운,39977,15,658,15,658,0,22.43
롯데캐슬캠퍼스타운,39978,2816,3355,2816,3355,0,205.7
롯데캐슬후문,39285,5603,5203,5603,5203,0,360.2
루에블리아파트,89283,3636,4551,3636,4551,0,272.9
루원더퍼스트아파트,89107,3848,7098,3848,7098,0,364.87
루원더퍼스트아파트,89108,10078,3005,10078,3005,0,436.1
루원더퍼스트아파트105동앞,89378,255,1159,255,1159,0,47.13
루원린스트라우스더린시티,42234,2285,1455,2285,1455,0,124.67
루원숲속마을,89383,703,1773,703,1773,0,82.53
루원숲속마을,89384,2,506,2,506,0,16.93
루원시티1차SK리더스뷰아파트,89284,6164,6270,6164,6270,0,414.47
루원시티2차리더스뷰아파트,89072,13161,14314,13161,14314,0,915.83
루원시티사거리,89076,1743,1066,1743,1066,0,93.63
루원시티사거리,89077,538,2034,538,2034,0,85.73
루원시티서한이다음아파트,89628,1,3,1,3,0,0.13
루원시티서한이다음아파트,89629,0,9,0,9,0,0.3
루원시티어울림아파트,89184,2039,4851,2039,4851,0,229.67
루원시티어울림아파트,89185,5913,4204,5913,4204,0,337.23
루원시티프라디움,89150,12670,3639,12670,3639,0,543.63
루원시티프라디움105동,89308,10390,9400,10390,9400,0,659.67
루원시티프라디움105동,89309,3425,5769,3425,5769,0,306.47
루원이편한세상하늘채(107동),42225,13339,16641,13339,16641,0,999.33
루원이편한세상하늘채(112동),42721,4072,2602,4072,2602,0,222.47
루원이편한세상하늘채(125동),42216,5595,3233,5595,3233,0,294.27
루원제일풍경채정문앞,89040,3983,11249,3983,11249,0,507.73
루원중학교,89493,1852,597,1852,597,0,81.63
루원중학교,89494,172,982,172,982,0,38.47
루원지웰시티푸르지오,42228,8659,8064,8659,8064,0,557.43
루원호반베르디움,89149,4054,12004,4054,12004,0,535.27
루원호반베르디움104동,89368,1334,1982,1334,1982,0,110.53
리안월드입구,90177,32,35,32,35,0,2.23
리안월드입구,90178,34,13,34,13,0,1.57
리튬코리아,39034,1665,946,1665,946,0,87.03
린나이코리아,40011,1,329,1,329,0,11
린나이코리아,40012,368,0,368,0,0,12.27
린스트라우스,42831,3257,3394,3257,3394,0,221.7
린스트라우스,42881,8207,4322,8207,4322,0,417.63
린스트라우스정문,42795,7311,4198,7311,4198,0,383.63
마곡나루역1번출구,16396,217,324,217,324,0,18.03
마곡나루역5번출구.서울식물원,16386,354,139,354,139,0,16.43
마곡동로사거리(중),16021,760,720,760,720,0,49.33
마곡동로사거리(중),16022,830,1019,830,1019,0,61.63
마곡역(중),16018,978,784,978,784,0,58.73
마곡역(중),16019,851,1093,851,1093,0,64.8
마곡역2번출구,16423,667,161,667,161,0,27.6
마그네,43028,172,272,171,272,1,14.8
마그네다리,43158,290,170,290,170,0,15.33
마그네다리,43900,38,33,38,33,0,2.37
마그네사거리,43029,413,473,413,473,0,29.53
마그네사거리,43030,564,415,564,415,0,32.63
마니교통차고지,89496,191,242,191,242,0,14.43
마니산상회,43417,76,31,76,31,0,3.57
마니산상회,43443,37,48,36,48,1,2.83
마니산입구,43102,223,648,223,648,0,29.03
마니산입구,43103,759,276,759,276,0,34.5
마당개,35681,2,0,2,0,0,0.07
마당개,35697,3,1,3,1,0,0.13
마미,43747,19,11,19,11,0,1
마미,43765,3,11,3,11,0,0.47
마송,80131,633,3155,633,3155,0,126.27
마송,80132,2692,733,2692,733,0,114.17
마시란,35424,109,275,109,275,0,12.8
마시란,35425,248,82,248,82,0,11
마시란해변(슈퍼앞),35262,6,37,6,37,0,1.43
마시란해변(슈퍼앞),35263,10,10,10,10,0,0.67
마시란해변(전주집),35260,1,5,1,5,0,0.2
마시란해변(전주집),35261,2,0,2,0,0,0.07
마시안갯벌체험장,35936,11,34,11,34,0,1.5
마시안갯벌체험장,35937,16,10,16,10,0,0.87
마을금고,40528,1401,5007,1401,5007,0,213.6
마을회관,43314,16,0,16,0,0,0.53
마을회관,43773,0,8,0,8,0,0.27
마을회관입구,35024,494,1915,494,1915,0,80.3
마을회관입구,35402,911,270,911,270,0,39.37
마장공원,40286,6596,25,6596,25,0,220.7
마장포고개,35677,38,57,38,57,0,3.17
마장포고개,35701,59,66,59,66,0,4.17
마장포삼거리,35679,156,370,154,370,2,17.53
마장포삼거리,35699,127,50,124,50,3,5.9
마장포입구,35680,27,57,27,57,0,2.8
마전고등학교,42752,120,8016,120,8016,0,271.2
마전고등학교,42753,7027,152,7027,152,0,239.3
마전역,42412,3911,8073,3911,8073,0,399.47
마전역,42413,18926,5004,18926,5004,0,797.67
마전주공아파트,42420,23,272,23,272,0,9.83
마전주공아파트,89322,7,8,7,8,0,0.5
마전지구대원아파트,42481,6830,52,6830,52,0,229.4
마전지구대원아파트,89446,26,6304,26,6304,0,211
마전지구버스차고지,89259,3378,199,3378,199,0,119.23
마전지구버스차고지,89345,15,2287,15,2287,0,76.73
마전초등학교,42408,5153,4783,5153,4783,0,331.2
마포역,14001,11,1481,11,1481,0,49.73
마포역,14002,1479,7,1479,7,0,49.53
막촌,43460,432,7,410,7,22,14.63
막촌,43776,2,166,1,166,1,5.6
만석동행정복지센터,36046,3865,1736,3865,1736,0,186.7
만석부두,36076,454,3340,454,3340,0,126.47
만석부두,36079,5036,1756,5036,1756,0,226.4
만석비치타운,36106,637,6209,637,6209,0,228.2
만석비치타운,36126,1864,2225,1864,2225,0,136.3
만석삼거리,36185,2644,7875,2644,7875,0,350.63
만석삼거리,36186,898,1349,898,1349,0,74.9
만석주공,36057,14891,2452,14891,2452,0,578.1
만석초등학교,36056,713,278,713,278,0,33.03
만석초등학교,36187,1,83,1,83,0,2.8
만수1동행정복지센터,39294,12585,5652,12585,5652,0,607.9
만수2동행정복지센터·포레시안,39731,15662,11038,15662,11038,0,890
만수2동행정복지센터·포레시안,39735,10841,11771,10841,11771,0,753.73
만수3동주민센터,39425,18419,24464,18419,24464,0,1429.43
만수3동주민센터,39427,30202,12585,30202,12585,0,1426.23
만수3동주민센터,39544,557,159,557,159,0,23.87
만수3동주민센터,39545,89,964,89,964,0,35.1
만수4동주민센터,39452,6957,7432,6957,7432,0,479.63
만수4동주민센터,39454,6917,12097,6917,12097,0,633.8
만수6동주민센터입구,39277,4673,13651,4673,13651,0,610.8
만수7.8단지앞,39497,1550,2396,1550,2396,0,131.53
만수7.8단지앞,39635,2832,3277,2832,3277,0,203.63
만수근린공원,39455,710,665,710,665,0,45.83
만수북중학교,39468,1264,1360,1264,1360,0,87.47
만수북중학교,39469,2131,725,2131,725,0,95.2
만수북초등학교,39420,5880,4589,5880,4589,0,348.97
만수산입구,89544,54,1820,54,1820,0,62.47
만수소방서,39428,8741,14884,8741,14884,0,787.5
만수소방서,39433,31939,13031,31939,13031,0,1499
만수신동아아파트·동인천고,39485,8104,9144,8104,9144,0,574.93
만수신동아아파트·동인천고,39578,724,36,724,36,0,25.33
만수역,39385,3820,144,3820,144,0,132.13
만수역,39388,453,18278,453,18278,0,624.37
만수종합시장,39451,29857,10078,29857,10078,0,1331.17
만수종합시장,39592,9689,23102,9689,23102,0,1093.03
만수주공1단지,39401,3535,3431,3535,3431,0,232.2
만수주공320동앞,39431,1431,1256,1431,1256,0,89.57
만수주공4단지,39440,8151,5565,8151,5565,0,457.2
만수주공4단지,39443,9814,9627,9814,9627,0,648.03
만수주공정문,39408,10145,8053,10145,8053,0,606.6
만수주공정문,39410,2862,3289,2862,3289,0,205.03
만수주공후문,39435,4199,10083,4199,10083,0,476.07
만수주공후문,39438,13371,3836,13371,3836,0,573.57
만수중(대토단지),39400,243,1158,243,1158,0,46.7
만수중학교후문,39745,134,915,134,915,0,34.97
만수초등학교,39303,2101,5240,2101,5240,0,244.7
만수초등학교,39307,597,1004,597,1004,0,53.37
만월종합사회복지관,92065,2,1694,2,1694,0,56.53
만월중학교,39962,2480,447,2480,447,0,97.57
만월중학교,39963,96,2739,96,2739,0,94.5
만의골입구,39666,194,59,194,59,0,8.43
만의골입구,39672,12,526,12,526,0,17.93
만정낚시터,35682,165,60,163,60,2,7.5
만정낚시터,35696,185,286,181,286,4,15.7
만정낚시터입구,35683,42,141,40,141,2,6.1
만정낚시터입구,35695,139,42,137,42,2,6.03
말죽거리공원사거리,22291,8,1337,8,1337,0,44.83
말죽거리공원사거리(중),31005,1120,4,1120,4,0,37.47
망양돈대,90224,0,20,0,20,0,0.67
망양돈대,90225,10,2,10,2,0,0.4
망월3리,43332,284,171,281,171,3,15.17
망월3리,43580,0,51,0,51,0,1.7
망월입구,43117,9,0,9,0,0,0.3
망월입구,43576,29,58,28,58,1,2.9
망월입구,43790,14,29,14,29,0,1.43
망월종점,43788,4,19,4,19,0,0.77
매수리마을,35725,3302,175,3302,175,0,115.9
매음1리마을회관,90173,19,41,19,41,0,2
매음1리마을회관,90174,54,7,53,7,1,2.03
매음3리마을회관(민머루),90321,18,11,18,11,0,0.97
매음3리마을회관(민머루),90322,3,4,3,4,0,0.23
매제미고개,43837,40,9,38,9,2,1.63
매제미고개,43988,0,9,0,9,0,0.3
매헌시민의숲.양재꽃시장,31002,22896,6867,22896,6867,0,992.1
매헌시민의숲.양재꽃시장,31003,2568,6780,2568,6780,0,311.6
먼우금사거리,38114,6616,5551,6616,5551,0,405.57
먼우금초등학교,38021,3343,10617,3343,10617,0,465.33
메이루즈커낼파크뷰,42747,3734,9303,3734,9303,0,434.57
메이루즈커낼파크뷰,42762,8778,4042,8778,4042,0,427.33
메이루즈커낼파크뷰정문,42794,4330,4720,4330,4720,0,301.67
메제미,43302,88,15,88,15,0,3.43
메제미,43598,27,127,27,127,0,5.13
면사무소입구,90018,8,289,8,289,0,9.9
면사무소입구,90019,160,15,160,15,0,5.83
면허시험장,39006,2881,2685,2881,2685,0,185.53
명보주택앞,43979,5,14,5,14,0,0.63
명보주택앞,43984,7,4,7,4,0,0.37
명신여자고등학교,40289,18375,4972,18375,4972,0,778.23
명신여자고등학교,40291,5253,12999,5253,12999,0,608.4
명신초등학교,43394,148,1,145,1,3,4.97
명신초등학교,43803,4,96,3,96,1,3.33
명진부페,43323,1,0,1,0,0,0.03
명진부페,43632,33,25,30,25,3,1.93
명현중학교,41405,2100,9133,2100,9133,0,374.43
명현초등학교,41559,9681,2748,9681,2748,0,414.3
명현초등학교,41560,2162,7258,2162,7258,0,314
명현초등학교(효성지구대),41069,4,744,4,744,0,24.93
모다아울렛,89190,3387,4066,3387,4066,0,248.43
모래내시장,39295,16232,12876,16232,12876,0,970.27
모래내시장,39298,12761,11534,12761,11534,0,809.83
모래내시장,39344,7526,5056,7526,5056,0,419.4
모래내시장,39350,11940,13022,11940,13022,0,832.07
모래내시장역(1번출구),39338,13280,11084,13280,11084,0,812.13
모래내시장역(2번출구),39909,11213,13950,11213,13950,0,838.77
모래내시장역(3번출구),39339,39485,37452,39485,37452,0,2564.57
모래내시장역(4번출구),39335,2650,7662,2650,7662,0,343.73
모래방죽사거리,89228,2397,1195,2397,1195,0,119.73
모래방죽사거리,89229,2484,3941,2484,3941,0,214.17
모름말,90255,0,1,0,1,0,0.03
모름말,90311,4,10,4,10,0,0.47
모리부락입구,90304,2,0,2,0,0,0.07
모아아파트,70033,205,891,205,891,0,36.53
모아아파트.세종프라자,70034,595,250,595,250,0,28.17
모현,43659,2,261,2,261,0,8.77
모현,43689,242,14,242,14,0,8.53
목감IC진입(미정차),70226,1,0,1,0,0,0.03
목개마을,90153,2,1,2,1,0,0.1
목개마을,90154,22,9,22,9,0,1.03
목너머,35863,36,12,36,12,0,1.6
목너머,35864,5,38,5,38,0,1.43
목련어린이집,40824,9659,2903,9659,2903,0,418.73
목비고개,43032,55,148,55,148,0,6.77
목비고개,43272,162,99,162,99,0,8.7
목상교입구,41493,5,3,5,3,0,0.27
목상교입구,41519,5,9,5,9,0,0.47
목상교차로,41636,27,330,27,330,0,11.9
목상교차로,41637,278,3095,278,3095,0,112.43
목상동(새봄농원입구),41323,0,66,0,66,0,2.2
목상동(새봄농원입구),41324,43,8,43,8,0,1.7
목상동마을입구,41318,6,213,6,213,0,7.3
목상동마을입구,41517,145,14,145,14,0,5.3
목상동솔밭.이주단지입구,41316,1257,139,1257,139,0,46.53
목상동솔밭.이주단지입구,41317,155,995,155,995,0,38.33
목장앞,43503,3,2,3,2,0,0.17
목장앞,43688,6,0,6,0,0,0.2
목재단지,42036,431,711,431,711,0,38.07
목재부두사거리,42949,5,277,5,277,0,9.4
목재부두사거리,42960,78,95,78,95,0,5.77
뫼골놀이공원,40933,11354,637,11354,637,0,399.7
뫼골놀이공원,40934,1115,14367,1115,14367,0,516.07
무내미마을,39496,716,867,716,867,0,52.77
무내미마을,40106,358,4792,358,4792,0,171.67
무선내,44199,10,30,10,30,0,1.33
무의공영주차장,35871,0,3,0,3,0,0.1
무의도입구,35001,3095,274,3092,274,3,112.3
무의도입구,35002,562,2914,562,2914,0,115.87
무의도주민자치센터,35738,279,37,278,37,1,10.53
무의도주민자치센터,35739,63,183,63,183,0,8.2
무지개.한양8차아파트,40271,6345,4136,6345,4136,0,349.37
무지개.한양8차아파트,40276,6284,9061,6284,9061,0,511.5
무지개아파트,38366,4934,3723,4934,3723,0,288.57
무지개아파트(동남아파트),38042,5223,1073,5223,1073,0,209.87
무학리입구,90276,23,15,23,15,0,1.27
묵골,43498,29,9,22,9,7,1.27
묵골,43684,7,16,5,16,2,0.77
문남마을,38250,8116,5221,8116,5221,0,444.57
문남초등학교,38214,2193,1832,2193,1832,0,134.17
문남초등학교,38216,2306,3273,2306,3273,0,185.97
문말,44214,0,124,0,124,0,4.13
문말삼거리,44001,322,18,322,18,0,11.33
문말삼거리,44002,38,219,38,219,0,8.57
문산교회앞,43340,35,68,35,68,0,3.43
문산교회앞,43589,82,69,82,69,0,5.03
문산리마을회관,43101,134,461,134,461,0,19.83
문일여고·하우스토리만수아파트,39313,1677,4453,1677,4453,0,204.33
문일여고·하우스토리만수아파트,39314,5984,966,5984,966,0,231.67
문일여자고등학교후문,39685,2313,3413,2313,3413,0,190.87
문학경기장(X게임장),37643,38,25,38,25,0,2.1
문학경기장(박태환수영장),38310,4523,2250,4523,2250,0,225.77
문학경기장(박태환수영장),38311,1096,4630,1096,4630,0,190.87
문학경기장(박태환수영장),38329,1813,1588,1813,1588,0,113.37
문학경기장(박태환수영장),38423,897,1833,897,1833,0,91
문학경기장(야구장),37144,10496,15893,10496,15893,0,879.63
문학경기장(월드컵경기장),37157,6488,13541,6488,13541,0,667.63
문학경로당,37087,4990,3224,4990,3224,0,273.8
문학경로당,37088,4483,3610,4483,3610,0,269.77
문학고개,37056,3075,2668,3075,2668,0,191.43
문학고개,37057,2729,3398,2729,3398,0,204.23
문학고개,37101,3635,4096,3635,4096,0,257.7
문학우체국,37520,4597,4744,4597,4744,0,311.37
문학우체국,37521,4939,3267,4939,3267,0,273.53
문학정보고입구,37107,5109,6518,5109,6518,0,387.57
문학정보고입구,37108,6714,2842,6714,2842,0,318.53
문학초등학교,37105,19620,8575,19620,8575,0,939.83
문학초등학교,37110,9225,14827,9225,14827,0,801.73
문현,43005,86,90,86,90,0,5.87
문현,43164,40,60,40,60,0,3.33
문현,43195,133,5,129,5,4,4.6
문현,43321,2,157,2,157,0,5.3
문화교회,40173,242,256,242,256,0,16.6
문화교회,40174,9387,11338,9387,11338,0,690.83
